"","model","dataset","priorHyperParameter","execFolder","sgrna","gene","logRatioLeftBound","logRatioRightBound","logRatio"
"7363","humi.models.YS$Builder","X0804_3181.csv",0.1,"exec_4",70,"ERBB4",-0.496650528148808,-0.0248981357654395,-0.265273008257456
"7364","humi.models.YS$Builder","X0804_3181.csv",0.1,"exec_4",71,"ERBB4",-0.749833878131446,-0.197677259383318,-0.490960079000633
"7365","humi.models.YS$Builder","X0804_3181.csv",0.1,"exec_4",72,"ERBB4",-1.1711920203663,-0.700972666472094,-0.947114117102698
"7366","humi.models.YS$Builder","X0804_3181.csv",0.1,"exec_4",73,"MET",-0.459090974488735,0.282876458485154,-0.110733184027436
"7367","humi.models.YS$Builder","X0804_3181.csv",0.1,"exec_4",74,"MET",-0.0432288839556636,0.335802577901644,0.141376646973269
"7368","humi.models.YS$Builder","X0804_3181.csv",0.1,"exec_4",75,"MET",0.178205649224374,0.627363461592631,0.395340258758928
"7369","humi.models.YS$Builder","X0804_3181.csv",0.1,"exec_4",76,"FLT1",-1.25376787768016,-0.444269545046483,-0.874490320905249
"7370","humi.models.YS$Builder","X0804_3181.csv",0.1,"exec_4",77,"FLT1",-0.864509585779003,-0.213296099744804,-0.552719534783714
"7371","humi.models.YS$Builder","X0804_3181.csv",0.1,"exec_4",78,"FLT1",-1.39556541080118,-0.818415047018781,-1.09230430260683
"7372","humi.models.YS$Builder","X0804_3181.csv",0.1,"exec_4",79,"KDR",-1.37219373507911,-0.871918964807583,-1.09936796528978
"7373","humi.models.YS$Builder","X0804_3181.csv",0.1,"exec_4",80,"KDR",-0.450299497768901,0.226268752044966,-0.123164365945494
"7374","humi.models.YS$Builder","X0804_3181.csv",0.1,"exec_4",81,"KDR",-0.199409365905398,0.291828252697363,0.0359129893717495
"7375","humi.models.YS$Builder","X0804_3181.csv",0.1,"exec_4",82,"PDGFRA",-0.439068710908451,0.0431366170127029,-0.21570493078854
"7376","humi.models.YS$Builder","X0804_3181.csv",0.1,"exec_4",83,"PDGFRA",-0.188333837447618,0.252576335994451,0.0227525136332548
"7377","humi.models.YS$Builder","X0804_3181.csv",0.1,"exec_4",84,"PDGFRA",-0.45789258046105,0.216418136696343,-0.145019825052686
"7378","humi.models.YS$Builder","X0804_3181.csv",0.1,"exec_4",85,"PDGFRB",-0.374570064371273,0.342496923211195,-0.0331663968756556
"7379","humi.models.YS$Builder","X0804_3181.csv",0.1,"exec_4",86,"PDGFRB",-0.405732867538442,0.196330633899175,-0.111688253090195
"7380","humi.models.YS$Builder","X0804_3181.csv",0.1,"exec_4",87,"PDGFRB",-0.0471510216163988,0.434277717204959,0.185599560342983
"7381","humi.models.YS$Builder","X0804_3181.csv",0.1,"exec_4",88,"ALK",0.00783088533331286,0.697503326296448,0.324664628263067
"7382","humi.models.YS$Builder","X0804_3181.csv",0.1,"exec_4",89,"ALK",-0.216960201877295,0.21565297206198,-0.00449681023163351
"7383","humi.models.YS$Builder","X0804_3181.csv",0.1,"exec_4",90,"ALK",-0.501979264728461,0.0440857410080538,-0.250802018920703
"7384","humi.models.YS$Builder","X0804_3181.csv",0.1,"exec_4",91,"ROS1",-1.04220643317025,-0.63869560311211,-0.867407637214018
"7385","humi.models.YS$Builder","X0804_3181.csv",0.1,"exec_4",92,"ROS1",-0.584119450989742,-0.165379157187508,-0.382059400564158
"7386","humi.models.YS$Builder","X0804_3181.csv",0.1,"exec_4",93,"ROS1",0.0117106169771279,0.397193291023631,0.199762621654727
"7387","humi.models.YS$Builder","X0804_3181.csv",0.1,"exec_4",94,"RET",-0.1308757278362,0.30512305241351,0.0802879171668922
"7388","humi.models.YS$Builder","X0804_3181.csv",0.1,"exec_4",95,"RET",-0.321234106024738,0.0845721028556477,-0.123854606741694
"7389","humi.models.YS$Builder","X0804_3181.csv",0.1,"exec_4",96,"RET",-0.435420550648449,0.0854252218440838,-0.183638443367033
"7390","humi.models.YS$Builder","X0804_3181.csv",0.1,"exec_4",97,"FGFR1",0.0604385540878362,0.675679016325181,0.35140334676161
"7391","humi.models.YS$Builder","X0804_3181.csv",0.1,"exec_4",98,"FGFR1",-0.556090685351316,0.464487433604945,-0.0975542733781203
"7392","humi.models.YS$Builder","X0804_3181.csv",0.1,"exec_4",99,"FGFR1",-3.2346079582908,-2.03806534788762,-2.56947159450389
"7393","humi.models.YS$Builder","X0804_3181.csv",0.1,"exec_4",100,"FGFR2",-1.13791959494538,-0.657749854016395,-0.919992091512114
"7394","humi.models.YS$Builder","X0804_3181.csv",0.1,"exec_4",101,"FGFR2",-2.42550052226658,-1.58428164690169,-2.03106740004724
"7395","humi.models.YS$Builder","X0804_3181.csv",0.1,"exec_4",102,"FGFR2",-0.847983105363044,-0.194281222439158,-0.524149876032441
"7396","humi.models.YS$Builder","X0804_3181.csv",0.1,"exec_4",103,"FGFR3",-0.12202416870714,0.213016804098059,0.0402706200532497
"7397","humi.models.YS$Builder","X0804_3181.csv",0.1,"exec_4",104,"FGFR3",-0.245262061895678,0.184047666001032,-0.0364415893931285
"7398","humi.models.YS$Builder","X0804_3181.csv",0.1,"exec_4",105,"FGFR3",-0.298575019550134,0.0770943414653728,-0.112577104610578
"7399","humi.models.YS$Builder","X0804_3181.csv",0.1,"exec_4",106,"PIK3R1",-0.571671537947173,-0.112402596260572,-0.3552355891678
"7400","humi.models.YS$Builder","X0804_3181.csv",0.1,"exec_4",107,"PIK3R1",-0.420093327051982,0.0523491798246328,-0.189601212294721
"7401","humi.models.YS$Builder","X0804_3181.csv",0.1,"exec_4",108,"PIK3R1",0.276015957702982,0.610635402551572,0.438916462759661
"7402","humi.models.YS$Builder","X0804_3181.csv",0.1,"exec_4",109,"PDK1",-0.21559139175814,0.657421169694423,0.179572365567789
"7403","humi.models.YS$Builder","X0804_3181.csv",0.1,"exec_4",110,"PDK1",-0.644383757622151,0.138419656620854,-0.275891261216378
"7404","humi.models.YS$Builder","X0804_3181.csv",0.1,"exec_4",111,"PDK1",-0.182489236878319,0.392839843247848,0.0898020841253762
"7405","humi.models.YS$Builder","X0804_3181.csv",0.1,"exec_4",112,"PGR",-0.211665370162109,0.534162116331246,0.14054073828782
"7406","humi.models.YS$Builder","X0804_3181.csv",0.1,"exec_4",113,"PGR",-0.365507782666687,0.0633111578642607,-0.151505645724043
"7407","humi.models.YS$Builder","X0804_3181.csv",0.1,"exec_4",114,"PGR",-0.614626908896576,-0.162128371938727,-0.396364255279402
"7408","humi.models.YS$Builder","X0804_3181.csv",0.1,"exec_4",115,"AR",-0.748464678127329,-0.357241303596971,-0.57104778279519
"7409","humi.models.YS$Builder","X0804_3181.csv",0.1,"exec_4",116,"AR",-0.17311149692217,0.525961402313694,0.15565434885158
"7410","humi.models.YS$Builder","X0804_3181.csv",0.1,"exec_4",117,"AR",-0.450766965611566,0.00341329442482471,-0.23545097132317
"7411","humi.models.YS$Builder","X0804_3181.csv",0.1,"exec_4",118,"SRC",-0.033635014675936,0.367684432879316,0.160708127904963
"7412","humi.models.YS$Builder","X0804_3181.csv",0.1,"exec_4",119,"SRC",0.0288820448123042,0.432314313828435,0.224470665693465
"7413","humi.models.YS$Builder","X0804_3181.csv",0.1,"exec_4",120,"SRC",-0.446743394230155,0.113683495565234,-0.181974678408111
"7414","humi.models.YS$Builder","X0804_3181.csv",0.1,"exec_4",121,"ILK",-1.4384704056391,-0.900355728401117,-1.20032143757351
"7415","humi.models.YS$Builder","X0804_3181.csv",0.1,"exec_4",122,"ILK",-1.29404335685152,-0.292890052069767,-0.837482249084261
"7416","humi.models.YS$Builder","X0804_3181.csv",0.1,"exec_4",123,"ILK",-2.65733267365865,-1.47610805604409,-2.08576419363762
"7417","humi.models.YS$Builder","X0804_3181.csv",0.1,"exec_4",124,"PTK2",-0.598985898379297,0.379577146379335,-0.151260900252926
"7418","humi.models.YS$Builder","X0804_3181.csv",0.1,"exec_4",125,"PTK2",-1.33668172624112,-0.661435703713175,-1.00429192904096
"7419","humi.models.YS$Builder","X0804_3181.csv",0.1,"exec_4",126,"PTK2",-0.391021755512847,0.0493913374910112,-0.17544910490463
"7420","humi.models.YS$Builder","X0804_3181.csv",0.1,"exec_4",127,"KRAS",-0.441897823898181,0.0205237016464167,-0.224571384132256
"7421","humi.models.YS$Builder","X0804_3181.csv",0.1,"exec_4",128,"KRAS",-0.0898027565183137,0.509828928594529,0.197436882157175
"7422","humi.models.YS$Builder","X0804_3181.csv",0.1,"exec_4",129,"KRAS",-0.113129684755208,0.408308004932533,0.137679891610759
"7423","humi.models.YS$Builder","X0804_3181.csv",0.1,"exec_4",130,"NRAS",-1.13180925622508,-0.612649162329438,-0.898047847262159
"7424","humi.models.YS$Builder","X0804_3181.csv",0.1,"exec_4",131,"NRAS",-0.90530142277101,-0.37298814906638,-0.644006109831921
"7425","humi.models.YS$Builder","X0804_3181.csv",0.1,"exec_4",132,"NRAS",-0.284330526958938,0.0846485939343383,-0.102046907384811
"7426","humi.models.YS$Builder","X0804_3181.csv",0.1,"exec_4",133,"HRAS",-0.750209417388078,-0.107106646085497,-0.454526749556956
"7427","humi.models.YS$Builder","X0804_3181.csv",0.1,"exec_4",134,"HRAS",-0.74952715108389,-0.293377247787386,-0.539511567624255
"7428","humi.models.YS$Builder","X0804_3181.csv",0.1,"exec_4",135,"HRAS",-0.623654053181137,-0.0936075400025382,-0.375939636063565
"7429","humi.models.YS$Builder","X0804_3181.csv",0.1,"exec_4",136,"ARAF",-0.0540274978061843,0.392111271129473,0.157729426664239
"7430","humi.models.YS$Builder","X0804_3181.csv",0.1,"exec_4",137,"ARAF",-1.31741962111436,-0.713278234218452,-1.00932856334134
"7431","humi.models.YS$Builder","X0804_3181.csv",0.1,"exec_4",138,"ARAF",0.17891503426012,0.680817205383281,0.418969409808228
"7432","humi.models.YS$Builder","X0804_3181.csv",0.1,"exec_4",139,"BRAF",-0.206637461636417,0.276264360847632,0.0305543119067436
"7433","humi.models.YS$Builder","X0804_3181.csv",0.1,"exec_4",140,"BRAF",-0.459570897094912,-0.12017867471804,-0.291034309362248
"7434","humi.models.YS$Builder","X0804_3181.csv",0.1,"exec_4",141,"BRAF",-0.0954607182397364,0.604034311535431,0.233228554425301
"7435","humi.models.YS$Builder","X0804_3181.csv",0.1,"exec_4",142,"RAF1",-0.0970112982344098,0.388031482374773,0.140696396580976
"7436","humi.models.YS$Builder","X0804_3181.csv",0.1,"exec_4",143,"RAF1",0.0924479172276434,0.576756292338746,0.322018458547244
"7437","humi.models.YS$Builder","X0804_3181.csv",0.1,"exec_4",144,"RAF1",-0.9539539466577,-0.295893908209462,-0.640995340135897
"7438","humi.models.YS$Builder","X0804_3181.csv",0.1,"exec_4",145,"TGFBR1",-0.688885296086784,0.0225554696542233,-0.362512505742136
"7439","humi.models.YS$Builder","X0804_3181.csv",0.1,"exec_4",146,"TGFBR1",-0.232326303894274,0.155773682856801,-0.0439870327053717
"7440","humi.models.YS$Builder","X0804_3181.csv",0.1,"exec_4",147,"TGFBR1",-0.615315340487858,-0.0924531185680211,-0.364341281511484
"7441","humi.models.YS$Builder","X0804_3181.csv",0.1,"exec_4",148,"TGFBR2",-0.90076032179258,-0.262246207476282,-0.601215035020977
"7442","humi.models.YS$Builder","X0804_3181.csv",0.1,"exec_4",149,"TGFBR2",-0.633439810191049,-0.171738960046735,-0.410442543478473
"7443","humi.models.YS$Builder","X0804_3181.csv",0.1,"exec_4",150,"TGFBR2",-1.37870075087397,-0.944095777113871,-1.1803758083282
"7444","humi.models.YS$Builder","X0804_3181.csv",0.1,"exec_4",151,"TGFBR3",-0.674553129897386,-0.279478577509453,-0.474305525871358
"7445","humi.models.YS$Builder","X0804_3181.csv",0.1,"exec_4",152,"TGFBR3",-0.310721451560908,0.275460929707916,-0.0404596280724504
"7446","humi.models.YS$Builder","X0804_3181.csv",0.1,"exec_4",153,"TGFBR3",-0.468466915509911,-0.0875607188702127,-0.276570355513854
"7447","humi.models.YS$Builder","X0804_3181.csv",0.1,"exec_4",154,"YAP1",-0.00910018313425207,0.363252457913526,0.167949758746427
"7448","humi.models.YS$Builder","X0804_3181.csv",0.1,"exec_4",155,"YAP1",-0.998188010549932,-0.403572277105258,-0.707896342638496
"7449","humi.models.YS$Builder","X0804_3181.csv",0.1,"exec_4",156,"YAP1",-0.463259594466608,0.0649926503152847,-0.212785993284164
"7450","humi.models.YS$Builder","X0804_3181.csv",0.1,"exec_4",157,"MYC",-1.45608851940497,-0.705121187532393,-1.09113562772041
"7451","humi.models.YS$Builder","X0804_3181.csv",0.1,"exec_4",158,"MYC",-1.20183836035936,-0.657956411052065,-0.937455028934058
"7452","humi.models.YS$Builder","X0804_3181.csv",0.1,"exec_4",159,"MYC",-2.1288750769583,-1.48851180377504,-1.84012087957072
"7453","humi.models.YS$Builder","X0804_3181.csv",0.1,"exec_4",160,"MYCN",-0.470143315365865,0.0353371710206781,-0.236754207879989
"7454","humi.models.YS$Builder","X0804_3181.csv",0.1,"exec_4",161,"MYCN",-0.658873484741083,-0.191924796317498,-0.430168681502629
"7455","humi.models.YS$Builder","X0804_3181.csv",0.1,"exec_4",162,"MYCN",-0.211324376929722,0.230810712549926,0.00557756549949168
"7456","humi.models.YS$Builder","X0804_3181.csv",0.1,"exec_4",163,"MDM2",-0.173371786718499,0.299866259913318,0.0581693316380465
"7457","humi.models.YS$Builder","X0804_3181.csv",0.1,"exec_4",164,"MDM2",0.0623450836752256,0.554485859821855,0.299214001095793
"7458","humi.models.YS$Builder","X0804_3181.csv",0.1,"exec_4",165,"MDM2",0.0504698752309815,0.461401585436761,0.250881703213657
"7459","humi.models.YS$Builder","X0804_3181.csv",0.1,"exec_4",166,"TP53",-1.38038095769001,-0.785087380274197,-1.07017125157333
"7460","humi.models.YS$Builder","X0804_3181.csv",0.1,"exec_4",167,"TP53",0.129220626776892,0.558763182578034,0.338961437155009
"7461","humi.models.YS$Builder","X0804_3181.csv",0.1,"exec_4",168,"TP53",-1.0663682988848,-0.444951167221997,-0.784325276976129
"7462","humi.models.YS$Builder","X0804_3181.csv",0.1,"exec_4",169,"BRCA1",0.297616513797694,1.4775305865697,0.822023170714245
"7463","humi.models.YS$Builder","X0804_3181.csv",0.1,"exec_4",170,"BRCA1",-0.501486185290119,-0.0843913173595496,-0.298395205998388
"7464","humi.models.YS$Builder","X0804_3181.csv",0.1,"exec_4",171,"BRCA1",-0.662478561689043,-0.102225735295097,-0.405948458643185
"7465","humi.models.YS$Builder","X0804_3181.csv",0.1,"exec_4",172,"BRCA2",-0.242097394006995,0.267397476196951,0.00843576007337539
"7466","humi.models.YS$Builder","X0804_3181.csv",0.1,"exec_4",173,"BRCA2",-0.58810689741587,-0.0374062697806272,-0.313263398708102
"7467","humi.models.YS$Builder","X0804_3181.csv",0.1,"exec_4",174,"BRCA2",-0.290772030511464,0.239293554962631,-0.0385247688275176
"7468","humi.models.YS$Builder","X0804_3181.csv",0.1,"exec_4",175,"PARP1",-1.2923566771838,-0.844721523928243,-1.04185315946583
"7469","humi.models.YS$Builder","X0804_3181.csv",0.1,"exec_4",176,"PARP1",-0.236745172816893,0.700054522920909,0.175754959684049
"7470","humi.models.YS$Builder","X0804_3181.csv",0.1,"exec_4",177,"PARP1",-0.984849090179213,-0.486819430017948,-0.735861474754951
"7471","humi.models.YS$Builder","X0804_3181.csv",0.1,"exec_4",178,"PARP2",-0.36003490209705,0.147955394698406,-0.110254825283879
"7472","humi.models.YS$Builder","X0804_3181.csv",0.1,"exec_4",179,"PARP2",-0.0601046582464679,0.306346831250723,0.12007784059039
"7473","humi.models.YS$Builder","X0804_3181.csv",0.1,"exec_4",180,"PARP2",-0.222133218558582,0.200641748037693,-0.0133641437100526
"7474","humi.models.YS$Builder","X0804_3181.csv",0.1,"exec_4",181,"CDK12",-1.11155298690907,-0.660103041651247,-0.912774472772081
"7475","humi.models.YS$Builder","X0804_3181.csv",0.1,"exec_4",182,"CDK12",-2.482575647674,-1.5347337128175,-2.0410071190532
"7476","humi.models.YS$Builder","X0804_3181.csv",0.1,"exec_4",183,"CDK12",-1.06163017505682,-0.230731655174177,-0.681605557143371
"7477","humi.models.YS$Builder","X0804_3181.csv",0.1,"exec_4",184,"CHEK1",-0.919266420160902,-0.197876494321473,-0.58525992318897
"7478","humi.models.YS$Builder","X0804_3181.csv",0.1,"exec_4",185,"CHEK1",-0.883003011849925,-0.481395207295458,-0.680377950803623
"7479","humi.models.YS$Builder","X0804_3181.csv",0.1,"exec_4",186,"CHEK1",-2.0131934166538,-1.53058202951789,-1.80994534443645
"7480","humi.models.YS$Builder","X0804_3181.csv",0.1,"exec_4",187,"ATG4B",-0.0496207641491995,0.517534862069258,0.217968595166241
"7481","humi.models.YS$Builder","X0804_3181.csv",0.1,"exec_4",188,"ATG4B",-0.402710642066441,0.205587815606606,-0.11566940583928
"7482","humi.models.YS$Builder","X0804_3181.csv",0.1,"exec_4",189,"ATG4B",-0.309988868413664,0.626547140704942,0.112127717206015
"7483","humi.models.YS$Builder","X0804_3181.csv",0.1,"exec_4",190,"CA9",-0.963432548931833,-0.385435662187724,-0.680555211811744
"7484","humi.models.YS$Builder","X0804_3181.csv",0.1,"exec_4",191,"CA9",-0.32029575279236,0.144142239880135,-0.10059006964225
"7485","humi.models.YS$Builder","X0804_3181.csv",0.1,"exec_4",192,"CA9",-0.708458009011761,-0.33296750289928,-0.52151798957044
"7486","humi.models.Poi$Builder","X0662_12141.csv",0.01,"exec_10",1,"ctl_t_1",0.0773354902964391,0.113296163669036,0.0955941367602089
"7487","humi.models.Poi$Builder","X0662_12141.csv",0.01,"exec_10",2,"ctl_t_2",0.0352033670858138,0.0769406004983591,0.0562487140768962
"7488","humi.models.Poi$Builder","X0662_12141.csv",0.01,"exec_10",3,"ctl_t_3",0.047353787955828,0.106026946916696,0.0769657478689447
"7489","humi.models.Poi$Builder","X0662_12141.csv",0.01,"exec_10",4,"ctl_t_4",-0.16189660424033,-0.0623382805582967,-0.0931707487821705
"7490","humi.models.Poi$Builder","X0662_12141.csv",0.01,"exec_10",5,"ctl_t_5",-0.0249951501785555,0.0489779924879814,0.0124959796652145
"7491","humi.models.Poi$Builder","X0662_12141.csv",0.01,"exec_10",6,"ctl_t_6",0.0279860695315128,0.0793252130546576,0.0536119370248545
"7492","humi.models.Poi$Builder","X0662_12141.csv",0.01,"exec_10",7,"ctl_t_7",-0.0647052183846735,-0.00133796329241559,-0.0333748155235093
"7493","humi.models.Poi$Builder","X0662_12141.csv",0.01,"exec_10",8,"ctl_t_8",-0.144901444111848,-0.0289899071178354,-0.0690690571232511
"7494","humi.models.Poi$Builder","X0662_12141.csv",0.01,"exec_10",9,"ctl_t_9",-0.199147135681746,0.0970963598064958,-0.0271014664573669
"7495","humi.models.Poi$Builder","X0662_12141.csv",0.01,"exec_10",10,"ctl_t_10",-0.0119600982086138,0.0283891902759547,0.00831289334066098
"7496","humi.models.Poi$Builder","X0662_12141.csv",0.01,"exec_10",11,"ctl_t_11",-0.182296633999595,-0.0789969321996331,-0.149387031349649
"7497","humi.models.Poi$Builder","X0662_12141.csv",0.01,"exec_10",12,"ctl_t_12",0.0258753890448369,0.0834411734590113,0.0546985218995754
"7498","humi.models.Poi$Builder","X0662_12141.csv",0.01,"exec_10",13,"ctl_t_13",0.060212505309482,0.0923817773896307,0.0757928041891903
"7499","humi.models.Poi$Builder","X0662_12141.csv",0.01,"exec_10",14,"ctl_t_14",-0.00448906751161007,0.0303267938065236,0.0129670466541503
"7500","humi.models.Poi$Builder","X0662_12141.csv",0.01,"exec_10",15,"ctl_t_15",0.00669584281011966,0.0558936953500262,0.031345778926224
"7501","humi.models.Poi$Builder","X0662_12141.csv",0.01,"exec_10",16,"ctl_t_16",-0.0784904861258641,-0.0365085127795955,-0.0574196817236799
"7502","humi.models.Poi$Builder","X0662_12141.csv",0.01,"exec_10",17,"ctl_t_17",0.0535743317039447,0.0908347229878042,0.0724547841842351
"7503","humi.models.Poi$Builder","X0662_12141.csv",0.01,"exec_10",18,"ctl_t_18",0.0349987444258736,0.0728351650760685,0.0537402264730555
"7504","humi.models.Poi$Builder","X0662_12141.csv",0.01,"exec_10",19,"ctl_t_19",0.0367626545487498,0.0860524550721523,0.0619841195324785
"7505","humi.models.Poi$Builder","X0662_12141.csv",0.01,"exec_10",20,"ctl_t_20",-0.0441996077259024,0.0113300751863816,-0.0165922219188899
"7506","humi.models.Poi$Builder","X0662_12141.csv",0.01,"exec_10",21,"ctl_t_21",0.0374780803469913,0.0711860485824682,0.0544506784812122
"7507","humi.models.Poi$Builder","X0662_12141.csv",0.01,"exec_10",22,"ctl_t_22",-0.251008585661633,-0.173468528811884,-0.212004414333213
"7508","humi.models.Poi$Builder","X0662_12141.csv",0.01,"exec_10",23,"ctl_t_23",-0.0687053083294694,-0.0018829549263434,-0.0351020826352768
"7509","humi.models.Poi$Builder","X0662_12141.csv",0.01,"exec_10",24,"ctl_t_24",-0.168057549652708,-0.0499627645056345,-0.0901183385532298
"7510","humi.models.Poi$Builder","X0662_12141.csv",0.01,"exec_10",25,"PIK3CA",-0.308921063477642,-0.189040339766566,-0.246655857746066
"7511","humi.models.Poi$Builder","X0662_12141.csv",0.01,"exec_10",26,"PIK3CA",-0.233447123903179,-0.169228804574778,-0.200856586832211
"7512","humi.models.Poi$Builder","X0662_12141.csv",0.01,"exec_10",27,"PIK3CA",-0.0445134782811331,0.00847543747317802,-0.0171957379825454
"7513","humi.models.Poi$Builder","X0662_12141.csv",0.01,"exec_10",28,"PIK3CB",-0.0254032572019074,0.0235372756169025,-0.000927502607501875
"7514","humi.models.Poi$Builder","X0662_12141.csv",0.01,"exec_10",29,"PIK3CB",-0.263293390932726,-0.183903852790623,-0.222901226588501
"7515","humi.models.Poi$Builder","X0662_12141.csv",0.01,"exec_10",30,"PIK3CB",-0.0769049672712833,-0.00852270975587022,-0.0421263606559183
"7516","humi.models.Poi$Builder","X0662_12141.csv",0.01,"exec_10",31,"mTOR",-0.19404103980075,-0.145186143973566,-0.170050695712225
"7517","humi.models.Poi$Builder","X0662_12141.csv",0.01,"exec_10",32,"mTOR",-0.667548641473633,-0.469308303239106,-0.59445154183227
"7518","humi.models.Poi$Builder","X0662_12141.csv",0.01,"exec_10",33,"mTOR",-1.43576450422721,-1.29933012531037,-1.36911987123852
"7519","humi.models.Poi$Builder","X0662_12141.csv",0.01,"exec_10",34,"AKT1",-0.0484631209477686,-0.0111356990210162,-0.0299400584671886
"7520","humi.models.Poi$Builder","X0662_12141.csv",0.01,"exec_10",35,"AKT1",-0.0961777421178732,-0.0326785966599796,-0.0640962634077894
"7521","humi.models.Poi$Builder","X0662_12141.csv",0.01,"exec_10",36,"AKT1",-0.0895368395397956,-0.0387601719642151,-0.0637112081567744
"7522","humi.models.Poi$Builder","X0662_12141.csv",0.01,"exec_10",37,"AKT2",0.0325997842940837,0.0680741028439595,0.0505168293226172
"7523","humi.models.Poi$Builder","X0662_12141.csv",0.01,"exec_10",38,"AKT2",0.0409352615033149,0.0728333848419804,0.0569756944701729
"7524","humi.models.Poi$Builder","X0662_12141.csv",0.01,"exec_10",39,"AKT2",0.036810996248269,0.0696282979156644,0.0530512603754861
"7525","humi.models.Poi$Builder","X0662_12141.csv",0.01,"exec_10",40,"AKT3",0.0261261365911881,0.0580040404291614,0.0422841308571969
"7526","humi.models.Poi$Builder","X0662_12141.csv",0.01,"exec_10",41,"AKT3",0.0381148375152376,0.0710129932791637,0.0546205694162164
"7527","humi.models.Poi$Builder","X0662_12141.csv",0.01,"exec_10",42,"AKT3",-0.0202635791069548,0.0471073087444837,0.013676820873052
"7528","humi.models.Poi$Builder","X0662_12141.csv",0.01,"exec_10",43,"PLK1",-1.26870118426388,-1.04658962693416,-1.19751596956929
"7529","humi.models.Poi$Builder","X0662_12141.csv",0.01,"exec_10",44,"PLK1",-1.21923627677803,-1.03434636783663,-1.09767665016471
"7530","humi.models.Poi$Builder","X0662_12141.csv",0.01,"exec_10",45,"PLK1",-1.02336103388342,-0.91463867371491,-0.968466077255232
"7531","humi.models.Poi$Builder","X0662_12141.csv",0.01,"exec_10",46,"PLK4",-0.310599959791772,-0.258816603191405,-0.284121145474545
"7532","humi.models.Poi$Builder","X0662_12141.csv",0.01,"exec_10",47,"PLK4",-0.573257383647135,-0.390230491871252,-0.455942556137881
"7533","humi.models.Poi$Builder","X0662_12141.csv",0.01,"exec_10",48,"PLK4",-0.363105527478602,-0.0491830905024813,-0.219863243023078
"7534","humi.models.Poi$Builder","X0662_12141.csv",0.01,"exec_10",49,"EGFR",0.0153751725387474,0.0568003553134823,0.0360228908211795
"7535","humi.models.Poi$Builder","X0662_12141.csv",0.01,"exec_10",50,"EGFR",0.0306910112916366,0.0746916138874222,0.0528559549366517
"7536","humi.models.Poi$Builder","X0662_12141.csv",0.01,"exec_10",51,"EGFR",0.0113041724614343,0.0463646824037181,0.0291945942586596
"7537","humi.models.Poi$Builder","X0662_12141.csv",0.01,"exec_10",52,"ERBB2",0.0154445863975728,0.0494922181310807,0.0327113012146636
"7538","humi.models.Poi$Builder","X0662_12141.csv",0.01,"exec_10",53,"ERBB2",-0.0297280964973347,0.00968428188572866,-0.00978001902195074
"7539","humi.models.Poi$Builder","X0662_12141.csv",0.01,"exec_10",54,"ERBB2",-0.0587079237639719,-0.012010787434126,-0.0347358305354304
"7540","humi.models.Poi$Builder","X0662_12141.csv",0.01,"exec_10",55,"ESR1",-0.00229635614690351,0.035031100552107,0.0166987285675366
"7541","humi.models.Poi$Builder","X0662_12141.csv",0.01,"exec_10",56,"ESR1",-0.0698549645087964,-0.0306492213095716,-0.0499010228237683
"7542","humi.models.Poi$Builder","X0662_12141.csv",0.01,"exec_10",57,"ESR1",-0.00546059482427979,0.0289268744631854,0.0117012786852462
"7543","humi.models.Poi$Builder","X0662_12141.csv",0.01,"exec_10",58,"SMO",0.0795591415579589,0.110184322990399,0.0949714601862813
"7544","humi.models.Poi$Builder","X0662_12141.csv",0.01,"exec_10",59,"SMO",-0.00829715671016924,0.0301240580669461,0.0109398405363858
"7545","humi.models.Poi$Builder","X0662_12141.csv",0.01,"exec_10",60,"SMO",-0.0523027337740824,0.00925539565615494,-0.0218222858247321
"7546","humi.models.Poi$Builder","X0662_12141.csv",0.01,"exec_10",61,"LEF1",-0.173507951176416,-0.0445192737368495,-0.0901318931944866
"7547","humi.models.Poi$Builder","X0662_12141.csv",0.01,"exec_10",62,"LEF1",0.0450077611176557,0.0760840626935657,0.0605723588148045
"7548","humi.models.Poi$Builder","X0662_12141.csv",0.01,"exec_10",63,"LEF1",-0.0558619648440272,-0.015176330941842,-0.0354142652831157
"7549","humi.models.Poi$Builder","X0662_12141.csv",0.01,"exec_10",64,"APH1A",0.0208177576144426,0.0565305813799345,0.0385865221534305
"7550","humi.models.Poi$Builder","X0662_12141.csv",0.01,"exec_10",65,"APH1A",0.0849247856193345,0.111377812466298,0.0979991964431459
"7551","humi.models.Poi$Builder","X0662_12141.csv",0.01,"exec_10",66,"APH1A",-0.0596795605063171,-0.0082355484135942,-0.0336658274556339
"7552","humi.models.Poi$Builder","X0662_12141.csv",0.01,"exec_10",67,"ERBB3",-0.00508119501091429,0.0298756672914405,0.0125876131094687
"7553","humi.models.Poi$Builder","X0662_12141.csv",0.01,"exec_10",68,"ERBB3",-0.0235414991567262,0.0210085473332841,-0.00101404137794819
"7554","humi.models.Poi$Builder","X0662_12141.csv",0.01,"exec_10",69,"ERBB3",0.0349558743781036,0.0701348869846899,0.0526000717433538
"7555","humi.models.Poi$Builder","X0662_12141.csv",0.01,"exec_10",70,"ERBB4",-0.0133803761097968,0.0376993646897029,0.0119626673764023
"7556","humi.models.Poi$Builder","X0662_12141.csv",0.01,"exec_10",71,"ERBB4",-0.149775759497999,-0.0463737427501083,-0.0782564772766522
